,Unnamed: 0,FID,Id,aspect,Mountain_G,NAME,lungime,latime,x_utm,y_utm,geologie_2,Shape_Leng,Shape_Area,lon,lat,epsg,RG_RW,x,y
132,132,282.0,29.0,8.0,Tarcu,Bistra6,165.0,73.0,318050.8583,434583.2762,3.0,402.1966443,9491.67427,22.6744496483509,45.387206083016,3844,RG,318050.8591801316,434583.2763099926
133,133,283.0,30.0,3.0,Tarcu,Bistra10,65.0,101.0,317588.7064,434649.7096,3.0,271.1669477,5053.679566,22.6685260667271,45.3876826550029,3844,RG,317588.70728038845,434649.7097100045
134,134,284.0,31.0,8.0,Tarcu,Bistra3,227.0,151.0,318324.4333,435058.6919,3.0,649.2973412,26086.42882,22.6777654798477,45.3915534664215,3844,RG,318324.43417994096,435058.6920099077
135,135,285.0,32.0,7.0,Tarcu,Bistra2,95.0,111.0,318421.5272,435313.2825,3.0,324.5133665,7731.716256,22.6789106269518,45.393868615165,3844,RG,318421.5280798705,435313.2826098673
136,136,286.0,33.0,1.0,Tarcu,Apa Neagra1,274.0,174.0,320048.7265,434576.7527,3.0,742.2160512,36117.50285,22.6999530720618,45.3876666826016,3844,RG,320048.7273789912,434576.7528098435
137,137,287.0,34.0,1.0,Tarcu,Peceneaga2,304.0,120.0,316409.3232,433428.3589,3.0,754.037888,26498.53695,22.6539294325129,45.3763878236502,3844,RG,316409.3240811456,433428.35901024065
138,138,288.0,35.0,1.0,Tarcu,Peceneaga3,346.0,168.0,316292.9382,433781.7058,3.0,842.8661119,42114.39852,22.6523119362574,45.3795351310713,3844,RG,316292.9390811899,433781.70591020666
139,139,289.0,36.0,8.0,Tarcu,Peceneaga7,325.0,142.0,316845.1058,434270.7162,3.0,921.8983736,36659.25537,22.6591762439682,45.3840787531125,3844,RG,316845.10668083874,434270.7163101115
140,140,290.0,37.0,1.0,Tarcu,Peceneaga6,566.0,276.0,316610.4641,434217.3502,3.0,1691.397444,98717.3682,22.6562014242146,45.3835370161661,3844,RG,316610.4649809763,434217.35031012585
141,141,291.0,38.0,1.0,Tarcu,Varang1,134.0,149.0,313545.0969,427536.7223,5.0,496.9205797,16210.78706,22.619613992579,45.3226383837939,3844,RG,313545.0977831996,427536.7224111621
142,142,292.0,39.0,8.0,Tarcu,Varang3,200.0,139.0,314053.1356,428229.6481,4.0,533.5632284,20345.83508,22.6258290703619,45.3290061336587,3844,RG,314053.1364828637,428229.64821103815
143,143,293.0,40.0,2.0,Tarcu,Varang4,612.0,195.0,313553.1171,427978.0519,4.0,1410.45121,68527.31203,22.6195489766257,45.3266097892397,3844,RG,313553.11798316415,427978.05201111146
144,144,294.0,41.0,8.0,Tarcu,Varang5,190.0,135.0,314190.3067,428385.5399,4.0,524.8786545,16976.51191,22.6275191755256,45.3304447765356,3844,RG,314190.3075827707,428385.5400110142
145,145,295.0,42.0,8.0,Tarcu,Hideg1,86.0,138.0,308405.3122,422504.927,6.0,378.2025152,9854.60178,22.5560462447932,45.2759915464415,3844,RG,308405.3130864939,422504.9271121393
146,146,296.0,43.0,3.0,Tarcu,Apa Neagra4,239.0,77.0,320458.241,436310.8455,3.0,537.1834454,13523.43237,22.7045453430457,45.4033692460675,3844,RG,320458.24187863496,436310.84560960316
147,147,297.0,44.0,8.0,Tarcu,Apa Neagra3,60.0,329.0,320570.8674,436150.7278,3.0,717.3249519,14206.49093,22.7060419434896,45.4019581589943,3844,RG,320570.86827858794,436150.7279096147
148,148,298.0,45.0,6.0,Tarcu, ,61.0,169.0,318085.0741,433395.7502,3.0,424.1016052,6524.547049,22.6753266317347,45.3765342975977,3844,RG,318085.074980194,433395.7503101241
149,149,299.0,46.0,4.0,Tarcu, ,76.0,91.0,317532.7206,432877.7621,3.0,321.3482876,6422.104207,22.6684703086799,45.3717309688172,3844,RG,317532.7214805484,432877.7622102255
150,150,300.0,47.0,4.0,Tarcu, ,91.0,74.0,317406.8224,432874.4281,3.0,276.7731915,5215.250896,22.6668650341698,45.3716679880913,3844,RG,317406.8232806165,432874.42821023247
151,151,301.0,48.0,5.0,Tarcu, ,59.0,136.0,317291.7436,432903.2782,3.0,366.614944,6697.757958,22.6653858450776,45.3718972887503,3844,RG,317291.74448068184,432903.27831024653
152,152,302.0,49.0,2.0,Tarcu, ,103.0,186.0,319802.4287,434631.0673,3.0,492.4037595,14582.62642,22.6967893176088,45.3880914919473,3844,RG,319802.4295791317,434631.0674098572
153,153,303.0,50.0,8.0,Tarcu, ,204.0,151.0,313905.5447,427935.8717,4.0,607.7383309,25863.47721,22.6240583624133,45.3263245666241,3844,RG,313905.54558297,427935.8718110792
154,154,304.0,51.0,1.0,Tarcu, ,507.0,211.0,318097.3294,432637.183,3.0,1223.705658,72077.62576,22.6757641266467,45.3697148632078,3844,RG,318097.3302802413,432637.1831102182
155,155,305.0,52.0,8.0,Tarcu, ,337.0,170.0,318327.6759,432680.7968,3.0,869.8034458,38921.74681,22.6786872194605,45.3701672503157,3844,RG,318327.6767801082,432680.79691019875
156,156,,,,Retezat,Retezat_900,,,5024449.0,636742.0,,,,22.7459450223815,45.3602090504259,32634,RW,323563.0552771887,431424.0077873608
157,157,,,,Retezat,Pietrele,,,5025601.0,646696.0,,,,22.8733155683678,45.3685600246077,32634,RW,333563.2133196583,432078.81104185496
158,158,,,,Retezat,RW_Berbeci,,,5024741.0,647470.0,,,,22.8829374590389,45.3606605472498,32634,RW,334293.47752074583,431181.25183906296
159,159,,,,Retezat,Turnul_Portii_S,,,5024602.0,645475.0,,,,22.8574373674251,45.3598270253382,32634,RW,332293.8566365071,431141.7853611914
160,160,,,,Retezat,Turnul_Portii_N,,,5024568.0,645452.0,,,,22.8571338463174,45.3595259145261,32634,RW,332269.1894524505,431108.97008489945
161,161,,,,Retezat,Peleaga,,,5025445.0,648186.0,,,,22.8922857538727,45.3668429915349,32634,RW,335043.7127378755,431848.76833077444
